Rank,Journal,Q1(t) percentile,A-mean resolution,G-mean resolution,V-mean resolution,Structure count
68,PNAS*,52.165022787480495,2.274710997025069,2.1880830429344744,2.1600162742160136,7376
69,SCI ADV,51.68359896976168,2.3289725274725286,2.2198398944738815,2.1814569416376406,182
70,MOL PHARMACOL,51.48103829105051,2.345468217054264,2.270397856949097,2.2442778371953573,129
71,RNA,51.47523738631898,2.4354055869664917,2.3217287360986196,2.2833769176640404,245
72,PLOS BIOL,51.11180470708706,2.349132738095239,2.2493703886645466,2.218994041023474,336
73,J EXP MED,50.53032289218075,2.3361902736447924,2.278223271588997,2.2583591994998757,121
74,ELIFE*,49.24331900186483,2.4107651848728326,2.3010620952909657,2.2673667112490463,869
75,J IMMUNOL*,48.99759895926377,2.2574121621621615,2.1948306225455085,2.174270990070021,296
76,PROTEIN CELL,48.765751364373045,2.257102538052978,2.2053339055632635,2.1876031424580002,178
77,BIOORG MED CHEM LETT*,47.43151663008402,2.1946340880503103,2.1550754691347094,2.1422260673831897,1590
78,EMBO REP*,47.249219578284574,2.349563981042653,2.277999305712799,2.2556266976227763,211
79,CELL REP*,46.887075132068745,2.524237510127969,2.4178896678057162,2.3860504032249388,399
80,GENES DEV*,46.61165507358876,2.407265591397848,2.330925098787855,2.3056289051465106,279
81,CELL RES*,45.35768961635411,2.421433862433862,2.3638395957144462,2.3449231119117835,189
82,SCIENCE*,44.972850659943724,2.497320061926803,2.387483817954993,2.353306959623301,1949
83,NATURE*,44.76215069495938,2.5222504947509283,2.418723076620229,2.3849436729628537,3060
84,NEURON*,44.646693529356476,2.6301409395973154,2.41443576542188,2.3600680387510873,149
85,NAT STRUCT MOL BIOL*,44.08675997928679,2.4011907693037404,2.311002588819745,2.282272938603721,2915
86,COMMUN BIOL*,43.806403334150126,2.3919807692307695,2.3050097620468426,2.273835346797978,104
87,EMBO J*,43.61058362837116,2.3715653926701568,2.299768891888695,2.2764909873399373,1910
88,IMMUNITY*,43.168176414176955,2.4361890566037734,2.3747778581252073,2.353954145048742,265
89,MOL CELL*,42.67982324808741,2.4475805266747606,2.3674963665376296,2.341732989405648,1599
90,NAT IMMUNOL*,42.13960254732241,2.5165462184873935,2.4496261092739817,2.426285995278188,119
91,CELL*,40.0518585500469,2.536798464491366,2.445801131659555,2.4167169972364606,1563
